actuary_48_acc_1	자본시장과 회계정보에 관한 설명으로 옳지 않은 것은?	자본시장에서 기업의 주가는 회계정보와 유의한 관련이 없다. ||| 기업에 대한 어떠한 정보도 외부에 제공되지 않는다면 자본시장은 존립할 수 없다. ||| 재무제표 공시 규정 등 자본시장 관련 법률 등의 규제가 없더라도 기업은 자발적으로 회계정보를 외부에 공시할 유인이 있다. ||| 외부감사인의 재무제표에 대한 감사의견 중 적정의견은 자본시장에서 투자자들에게 해당 기업에 대한 투자가 적정하다는 것을 의미하는 것이 아니다.
actuary_48_acc_2	회계정보의 생산체계에 있어서 단식부기체계와 비교할 때 복식부기체계에 대한 설명으로 옳지 않은 것은?	수시로 분개와 전기 등의 다양한 단계를 수행하기 때문에 각 단계에서 오류 발생 가능성이 높다. ||| 분개장과 원장의 분리 등 업무분장으로 인해 상호 통제되어 장부 조작이 어렵다. ||| 재화의 발생과 원천을 동시에 기록함으로 인해 회계정보 생산자의 장부 유지관리 노력이 증가한다. ||| 시점별 재무상태 파악이 가능하고 기간별 성과 검증이 가능하여 경영의사결정에 유용하다.
actuary_48_acc_3	자본 및 자본유지개념과 관련된 설명으로 옳지 않은 것은?	재무자본유지 개념 하에서 이익은 해당 기간 동안 소유주에게 배분하거나 소유주가 출연한 부분을 제외하고 기말 순자산의 재무적 측정금액(화폐금액)이 기초 순자산의 재무적 측정금액(화폐금액)을 초과하는 경우에만 발생한다. ||| 재무제표 이용자의 주된 관심이 기업의 조업능력 유지에 있다 하더라도 실무적으로 적용하는 데는 측정의 어려움이 있기 때문에 재무적 개념의 자본을 사용하여야 한다. ||| 자본을 조업능력으로 보는 자본의 실물적 개념 하에서는 자본은 예를 들어, 1일 생산수량과 같은 기업의 생산능력으로 간주된다. ||| 재무자본유지는 명목화폐단위 또는 불변구매력단위를 이용하여 측정할 수 있다.
actuary_48_acc_4	일반목적재무보고서가 제공하는 정보에 관한 설명으로 옳지 않은 것은?	보고기업의 경제적자원 및 청구권의 성격 및 금액에 대한 정보는 이용자들이 보고기업의 재무적 강점과 약점을 식별하는 데 도움을 줄 수 있다. ||| 보고기업의 경제적자원 및 청구권의 변동은 그 기업의 재무성과, 그리고 채무상품이나 지분상품의 발행과 같은 그 밖의 사건이나 거래에서 발생한다. ||| 한 기간의 보고기업의 현금흐름에 대한 정보는 이용자들이 기업의 미래 순현금유입 창출 능력을 평가하고 기업의 경제적자원에 대한 경영진의 수탁책임을 평가하는 데에도 도움이 된다. ||| 현금기준 회계는 거래와 그 밖의 사건 및 상황이 보고기업의 경제적자원 및 청구권에 미치는 영향을, 비록 그 결과로 발생하는 현금의 수취와 지급이 다른 기간에 이루어지더라도, 그 영향이 발생한 기간에 보여준다.
actuary_48_acc_5	재무정보의 질적특성 중 이해가능성에 대한 설명으로 옳지 않은 것은?	정보를 명확하고 간결하게 분류하고, 특징지으며, 표시하는 것은 정보를 이해가능하게 한다. ||| 재무보고서는 사업활동과 경제활동에 대해 합리적인 지식이 있고, 부지런히 정보를 검토하고 분석하는 이용자들을 위해 작성된다. ||| 때로는 박식하고 부지런한 이용자들도 복잡한 경제적 현상에 대한 정보를 이해하기 위해 자문가의 도움을 받는 것이 필요할 수 있다. ||| 일부 현상은 본질적으로 복잡하여 이해하기 쉽지 않기 때문에 해당 정보를 재무보고서에서 제외하는 것이 재무보고서의 정보를 더 이해하기 쉽게 할 수 있다. 따라서 이해하기 어려운 복잡한 현상을 제외하는 것이 정보이용자에게 도움이 될 수 있다.
actuary_48_acc_6	다음에 해당하는 금액의 항목이 존재한다면, 재무상태표에 필수적으로 구분 표시해야 하는 항목만을 옳게 고른 것은?\n\nㄱ. 수취채권\nㄴ. 유가증권\nㄷ. 무형자산\nㄹ. 지분법 회계처리 투자자산\nㅁ. 재고자산\nㅂ. 가상자산\nㅅ. 수권주식\nㅇ. 자본에 표시된 비지배지분	ㄱ, ㄴ, ㄷ, ㄹ ||| ㄴ, ㄷ, ㅁ, ㅂ ||| ㄷ, ㄹ, ㅁ, ㅇ ||| ㄹ, ㅁ, ㅂ, ㅅ, ㅇ
actuary_48_acc_7	포괄손익계산서에 대한 설명으로 옳지 않은 것은?	기타포괄손익의 구성요소와 관련된 재분류조정을 공시한다. ||| 재평가잉여금의 변동은 자산이 사용되는 후속 기간 또는 자산이 제거될 때 재분류조정될 수 있다. ||| 한 기간에 인식되는 모든 수익과 비용 항목은 한국채택국제회계기준이 달리 정하지 않는 한 당기손익으로 인식한다. ||| 기업의 재무성과를 이해하는 데 목적적합한 경우에는 당기손익과 기타포괄손익을 표시하는 보고서에 항목, 제목 및 중간합계를 추가하여 표시한다.
actuary_48_acc_8	자본변동표에 대한 설명으로 옳지 않은 것은?	기업의 자산에서 모든 부채를 차감한 후의 잔여지분의 변동을 나타내는 재무제표이다. ||| 지배기업의 소유주와 비지배지분에게 각각 귀속되는 금액으로 구분하여 해당 기간의 총포괄손익을 표시한다. ||| 자본의 각 구성요소별로, 회계변경이나 오류수정에 따라 인식된 소급적용이나 소급재작성의 영향을 표시한다. ||| 자본의 각 구성요소별로 기초시점과 기말시점의 장부금액 조정내역을 표시할 때, 소유주와의 거래를 제외하고 당기순손익과 기타포괄손익 각 항목에 따른 변동액을 구분하여 표시한다.
actuary_48_acc_9	㈜한국은 20x1년 1월 1일 현금 ₩1,000으로 설립되었으며, 계속기록법을 사용하여 재고자산을 평가하며, 당기 중 아래와 같은 거래나 사건이 발생하였다. ㈜한국은 명목화폐단위로 측정된 재무자본유지개념으로 자본을 정의하고, 자산을 현행(대체)원가로 평가한다고 할 때, 당기순이익은?\n\n(1) 1월 1일 상품매입(현금매입): 50개 @₩20\n(2) 7월 1일 상품판매(현금판매): 40개 @₩30\n(3) 기말재고: 10개\n\n상품의 시기별 시장가격\n\n| 일자 | 매입가격 | 판매가격 |\n|---|---|---|\n| 1월 1일 | ₩20 | ₩25 |\n| 7월 1일 | ₩25 | ₩30 |\n| 12월 31일 | ₩30 | ₩40 |	₩300 ||| ₩400 ||| ₩500 ||| ₩600
actuary_48_acc_10	수행의무의 이행에 있어서, 기간에 걸쳐 수행의무를 이행하는 것으로 간주되는 조건으로 옳지 않은 것은?	기업은 자산에 대해 현재 지급청구권이 있다. ||| 고객은 기업이 수행하는 대로 기업의 수행에서 제공하는 효익을 동시에 얻고 소비한다. ||| 기업이 수행하여 만들어지거나 가치가 높아지는 대로 고객이 통제하는 자산을 기업이 만들거나 그 자산 가치를 높인다. ||| 기업이 수행하여 만든 자산이 기업 자체에는 대체 용도가 없고, 지금까지 수행을 완료한 부분에 대해 집행가능한 지급청구권이 기업에 있다.
